Søkenavn;Art1;Art2;Art3;Gml1;Gml2;Gml3;Tar1;Tar2;Tar3;EmmaNavn;Kat;Notat;;Ant tegn;Art1,2,3;Gml;HS;Toll NÅ;
cutMalus;60415;60415;60415;254;254;254;6049000;6049000;6049000;Avskårne Malus;;;;14;#REF!;#REF!;#REF!;SNITT;
cutMAMMILLARIA;#VALUE!;#VALUE!;#VALUE!;SJEKK;SJEKK;SJEKK;FORBUDT;FORBUDT;FORBUDT;Avskårne MAMMILLARIA;;;;20;Forbudt?;Forbudt?;Forbudt?;;
cutMAMMILLARIA lewinii;Stopp;narkotika;narkotika;narkotika;narkotika;narkotika;FORBUDT;FORBUDT;FORBUDT;Avskårne MAMMILLARIA lewinii;;;;28;FORBUDT;STOPP!;NARKOTIKA;SNITT;
cutMAMMILLARIA williamsii;Stopp;narkotika;narkotika;narkotika;narkotika;narkotika;FORBUDT;FORBUDT;FORBUDT;Avskårne MAMMILLARIA williamsii;;;;31;FORBUDT;STOPP!;NARKOTIKA;SNITT;
cutManilkara;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Manilkara zapota;;;;27;#REF!;#REF!;#REF!;SNITT;
cutMargerit;60343;60343;60343;352;352;352;6031922;6031922;6031922;Avskårne Argyranthemum;;;;22;#REF!;#REF!;#REF!;SNITT;
cutMarjolein;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Origanum ;;;;18;#REF!;#REF!;#REF!;SNITT;
cutMathiola;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Matthiola;;;;18;#REF!;#REF!;#REF!;SNITT;
cutMatrecaria;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Matricaria;;;;19;#REF!;#REF!;#REF!;SNITT;
cutMatricaria;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Matricaria;;;;19;#REF!;#REF!;#REF!;SNITT;
cutMatthiola;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Matthiola;;;;18;#REF!;#REF!;#REF!;SNITT;
cutMelandrium;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Silene latifolia;;;;25;#REF!;#REF!;#REF!;SNITT;
cutMelde;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Atriplex;;;;17;#REF!;#REF!;#REF!;SNITT;
cutMentha;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Mentha;;;;15;#REF!;#REF!;#REF!;SNITT;
cutMesquite grass;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Bouteloua curtipendula;;;;33;#REF!;#REF!;#REF!;SNITT;
cutMetasequoia;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Metasequoia;;;;22;#REF!;#REF!;#REF!;SNITT;
cutMeyerri;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt PICEA MEYERI;;;;23;#REF!;#REF!;#REF!;SNITT;
cutMiltonia;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne Miltonia;;;;17;#REF!;#REF!;#REF!;SNITT;
cutMimosa;60342;60342;60342;350;350;350;6031921;6031921;6031921;Avskårne Mimosa;;;;15;#REF!;#REF!;#REF!;SNITT;
cutMiscanthus;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Miscanthus;;;;21;#REF!;#REF!;#REF!;SNITT;
cutMisletoe;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Viscum album (Misteltein);;;;36;#REF!;#REF!;#REF!;SNITT;
cutMisteltein;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Viscum album (Misteltein);;;;36;#REF!;#REF!;#REF!;SNITT;
cutMistletoe;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Viscum album (Misteltein);;;;36;#REF!;#REF!;#REF!;SNITT;
cutMITSU MATSU;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Mitsu Matsu;;;;22;#REF!;#REF!;#REF!;SNITT;
cutMITSUMATSU;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Mitsu Matsu;;;;22;#REF!;#REF!;#REF!;SNITT;
cutMoluccella;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Moluccella;;;;21;#REF!;#REF!;#REF!;SNITT;
cutMolucella;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Moluccella;;;;21;#REF!;#REF!;#REF!;SNITT;
cutMonarda;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Monarda;;;;16;#REF!;#REF!;#REF!;SNITT;
cutMonarde;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Monarda;;;;16;#REF!;#REF!;#REF!;SNITT;
cutMondarda;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Monarda;;;;16;#REF!;#REF!;#REF!;SNITT;
cutMonnikskap;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Aconitum ;;;;18;#REF!;#REF!;#REF!;SNITT;
cutMonstera;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Monstera deliciosa;;;;29;#REF!;#REF!;#REF!;SNITT;
cutMontbretia;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Crocosmia ;;;;19;#REF!;#REF!;#REF!;SNITT;
cutMos;60411;60411;60411;248;248;248;6042099;6042099;6042099;Avskårne Mose;;;;13;#REF!;#REF!;#REF!;SNITT;
cutMosquito grass;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Bouteloua gracilis;;;;29;#REF!;#REF!;#REF!;SNITT;
cutMossen;60411;60411;60411;248;248;248;6042090;6042090;6042090;Avskårne Mose;;;;13;#REF!;#REF!;#REF!;SNITT;
cutMusa;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Musa;;;;13;#REF!;#REF!;#REF!;SNITT;
cutMuscari;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Muscari;;;;16;#REF!;#REF!;#REF!;SNITT;
cutMyosotis;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Myosotis;;;;17;#REF!;#REF!;#REF!;SNITT;
cutMyrica;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Myrica gale;;;;22;#REF!;#REF!;#REF!;SNITT;
cutMyrthe;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Myrthe;;;;17;#REF!;#REF!;#REF!;SNITT;
cutMyrtus;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Myrtus;;;;15;#REF!;#REF!;#REF!;SNITT;
cutNaaldvanCleopatra;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Eremurus ;;;;18;#REF!;#REF!;#REF!;SNITT;
cutNarcis;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Narcissus;;;;18;#REF!;#REF!;#REF!;SNITT;
cutNarcis;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Narcissus ;;;;19;#REF!;#REF!;#REF!;SNITT;
cutNarcisses;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Narcissus;;;;18;#REF!;#REF!;#REF!;SNITT;
cutNarcissus;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Narcissus;;;;18;#REF!;#REF!;#REF!;SNITT;
cutNarrow-leaved reedgrass;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Calamagrostis stricta;;;;32;#REF!;#REF!;#REF!;SNITT;
cutNaseberry;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Manilkara zapota;;;;27;#REF!;#REF!;#REF!;SNITT;
cutNassella;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Nassella;;;;19;#REF!;#REF!;#REF!;SNITT;
cutNellik;60315;60315;60315;320;320;320;6031210;6031210;6031210;Avskårne Dianthus;;;;17;#REF!;#REF!;#REF!;SNITT;
cutNelumbo;60412;60412;60412;252;252;252;6042099;6042099;6042099;*VANNPLANTE  Snittgrønt Nelumbo Nucifera;VANNPLANTER;;;40;#REF!;#REF!;#REF!;SNITT;
cutNelumbo Nucifera;60412;60412;60412;252;252;252;6042099;6042099;6042099;*VANNPLANTE  Snittgrønt Nelumbo Nucifera;VANNPLANTER;;;40;#REF!;#REF!;#REF!;SNITT;
cutNepenthes;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Nepenthes;;;;18;#REF!;#REF!;#REF!;SNITT;
cutNepeta;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Nepeta;;;;15;#REF!;#REF!;#REF!;SNITT;
cutNephrolepis;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Nephrolepis;;;;22;#REF!;#REF!;#REF!;SNITT;
cutNerine;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Nerine;;;;15;#REF!;#REF!;#REF!;SNITT;
cutNestje;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt KRANS;;;;16;#REF!;#REF!;#REF!;SNITT;
cutNicandra;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Nicandra;;;;17;#REF!;#REF!;#REF!;SNITT;
cutNicotiana;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Nicotiana;;;;18;#REF!;#REF!;#REF!;SNITT;
cutNieuw-Nederlandseaster;60346;60346;60346;361;361;361;6031991;6031991;6031991;Avskårne Aster novi-belgii ;;;;27;#REF!;#REF!;#REF!;SNITT;
cutNigella;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Nigella;;;;16;#REF!;#REF!;#REF!;SNITT;
cutNigelle;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Nigella ;;;;17;#REF!;#REF!;#REF!;SNITT;
cutNispero;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Manilkara zapota;;;;27;#REF!;#REF!;#REF!;SNITT;
cutNobilis;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Abies nobilis;;;;24;#REF!;#REF!;#REF!;SNITT;
cutNoorse;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Dekor;;;;16;#REF!;#REF!;#REF!;SNITT;
cutNordman;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Nordman;;;;18;#REF!;#REF!;#REF!;SNITT;
cutNordman;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Picea Abies;;;;22;#REF!;#REF!;#REF!;SNITT;
cutNorthern reed grass;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Calamagrostis stricta;;;;32;#REF!;#REF!;#REF!;SNITT;
cutNorthern sea oats;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Chasmanthium latifolium;;;;34;#REF!;#REF!;#REF!;SNITT;
cutNucifera;60412;60412;60412;252;252;252;6042099;6042099;6042099;*VANNPLANTE  Snittgrønt Nelumbo Nucifera;VANNPLANTER;;;40;#REF!;#REF!;#REF!;SNITT;
cutNutan;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Leucospermum; cordifolium (NUTAN);;;21;#REF!;#REF!;#REF!;SNITT;
cutNutang;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Leucospermum ;cordifolium (NUTAN);;;22;#REF!;#REF!;#REF!;SNITT;
cutNymphaea;60352;60352;60352;370;370;370;6031998;6031998;6031998;*VANNPLANTE Avskårne Nymphaea;VANNPLANTER;;;29;#REF!;#REF!;#REF!;SNITT;
cutNyper;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Nyper (Rosa rugosa);;;;30;#REF!;#REF!;#REF!;SNITT;
cutNypers;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Nyper;;;;16;#REF!;#REF!;#REF!;SNITT;
cutOak;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Quercus;;;;18;#REF!;#REF!;#REF!;SNITT;
cutOakleaf;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Quercus;;;;18;#REF!;#REF!;#REF!;SNITT;
cutOakleaves;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Quercus;;;;18;#REF!;#REF!;#REF!;SNITT;
cutOdontoglossum;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne Odontoglossum;;;;22;#REF!;#REF!;#REF!;SNITT;
cutOenothera;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Oenothera;;;;18;#REF!;#REF!;#REF!;SNITT;
cutOlea;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Olea Europea;;;;23;#REF!;#REF!;#REF!;SNITT;
cutOlea;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Olea ;;;;16;#REF!;#REF!;#REF!;SNITT;
cutOlea Eupopaea;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Olea Eupopaea;;;;24;#REF!;#REF!;#REF!;SNITT;
cutOlea Europea;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Olea Europea;;;;23;#REF!;#REF!;#REF!;SNITT;
cutOleaEupopaea;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Olea Eupopaea;;;;24;#REF!;#REF!;#REF!;SNITT;
cutOncidium;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne Oncidium;;;;17;#REF!;#REF!;#REF!;SNITT;
cutOphiopogon;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Ophiopogon Japonica;;;;30;#REF!;#REF!;#REF!;SNITT;
cutOrchid;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne Orchids;;;;16;#REF!;#REF!;#REF!;SNITT;
cutOrchidaceae;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne Orkideer ;;;;18;#REF!;#REF!;Finn plantenavn;SNITT;
cutOrchidee;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne Orkideer ;;;;18;#REF!;#REF!;Finn plantenavn;SNITT;
cutOrchidee;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne Orkideer ;;;;18;#REF!;#REF!;Finn plantenavn;SNITT;
cutOrchids;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne Orkideer ;;;;18;#REF!;#REF!;Finn plantenavn;SNITT;
cutOriental fountain grass;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pennisetum orientale;;;;31;#REF!;#REF!;#REF!;SNITT;
cutOrkide;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne Orchids;;;;16;#REF!;#REF!;#REF!;SNITT;
cutOrnithogalum;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Ornithogalum;;;;21;#REF!;#REF!;#REF!;SNITT;
cutOrnitogalum;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Ornithogalum;;;;21;#REF!;#REF!;#REF!;SNITT;
cutOzothamnus;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Ozothamnus;;;;19;#REF!;#REF!;#REF!;SNITT;
cutPachysandra;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pachysandra;;;;22;#REF!;#REF!;#REF!;SNITT;
cutPaeonia;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Paeonia;;;;16;#REF!;#REF!;#REF!;SNITT;
cutPalm;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Chamaerops humilis;;;;29;#REF!;#REF!;#REF!;SNITT;
cutPalm Fans;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Chamaerops humilis;;;;29;#REF!;#REF!;#REF!;SNITT;
cutPalm sedge;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Carex muskingumensis;;;;31;#REF!;#REF!;#REF!;SNITT;
cutPalmetto;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Palmetto;;;;19;#REF!;#REF!;#REF!;SNITT;
cutPanadanus Variegata;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pandanus Veichii;;;;27;#REF!;#REF!;#REF!;SNITT;
cutPandanus;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pandanus;;;;19;#REF!;#REF!;#REF!;SNITT;
cutPanic grass;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Panicum virgatum;;;;27;#REF!;#REF!;#REF!;SNITT;
cutPanicum;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Panicum;;;;18;#REF!;#REF!;#REF!;SNITT;
cutPapaven;60352;60352;60352;370;370;370;6031970;6031970;6031970;Avskårne Papaver;;;;16;#REF!;#REF!;Forbud: somniferum;SNITT;
cutPapaver;60352;60352;60352;370;370;370;6031970;6031970;6031970;Avskårne Papaver;;;;16;#REF!;#REF!;Forbud: somniferum;SNITT;
cutPAPAVER som;Stopp;narkotika;narkotika;narkotika;narkotika;narkotika;FORBUDT;FORBUDT;FORBUDT;Avskårne PAPAVER som;;;;20;FORBUDT;STOPP!;NARKOTIKA;SNITT;
cutPAPAVER somniferum;Stopp;narkotika;narkotika;narkotika;narkotika;narkotika;FORBUDT;FORBUDT;FORBUDT;Avskårne PAPAVER somniferum;;;;27;FORBUDT;STOPP!;NARKOTIKA;SNITT;
cutPaphiopedilum;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne Paphiopedilum;;;;22;#REF!;#REF!;#REF!;SNITT;
cutParadijsvogel;60346;60346;60346;361;361;361;6031991;6031991;6031991;Avskårne Strelitzia ;;;;20;#REF!;#REF!;#REF!;SNITT;
cutPauweveren;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Pauweveren;;;;19;#REF!;#REF!;#REF!;SNITT;
cutPeacok;50510;50510;50510;50510;50510;50510;5051000;5051000;5051000;Dekor fuglefjær;;;;15;#REF!;#REF!;#REF!;SNITT;
utgått;utgått;utgått;utgått;utgått;utgått;utgått;utgått;utgått;utgått;utgått;;;;6;utgått;utgått;utgått;;
cutPelargonium;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Pelargonium;;;;20;#REF!;#REF!;#REF!;SNITT;
cutPennisetum;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pennisetum;;;;21;#REF!;#REF!;#REF!;SNITT;
cutPenstemon;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Penstemon;;;;18;#REF!;#REF!;#REF!;SNITT;
cutPentas;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Pentas;;;;15;#REF!;#REF!;#REF!;SNITT;
cutPeperbes;392614;392614;392614;402;402;402;39264000;39264000;39264000;Plastdekor;;;;10;#REF!;#REF!;#REF!;SNITT;
cutPepermunt;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Mentha ;;;;16;#REF!;#REF!;#REF!;SNITT;
cutPernettya;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Pernettya;;;;18;#REF!;#REF!;#REF!;SNITT;
cutPerzikloesem;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne PRUNUS;;;;15;#REF!;#REF!;#REF!;SNITT;
cutPerziktak;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne PRUNUS;;;;15;#REF!;#REF!;#REF!;SNITT;
cutPerziktak;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt PRUNUS;;;;17;#REF!;#REF!;#REF!;SNITT;
cutPerziktak;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne PRUNUS;;;;15;#REF!;#REF!;#REF!;SNITT;
cutPerziktakken;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne PRUNUS;;;;15;#REF!;#REF!;#REF!;SNITT;
cutPetasites;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Petasites;;;;20;#REF!;#REF!;#REF!;SNITT;
cutPetunia;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Petunia;;;;16;#REF!;#REF!;#REF!;SNITT;
cutPHAIUS;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne PHAIUS;;;;15;#REF!;#REF!;#REF!;SNITT;
cutPhalaenopsis;60320;60320;60320;330;330;330;6031310;6031310;6031310;Avskårne Phalaenopsis;;;;21;#REF!;#REF!;#REF!;SNITT;
cutPhiladelphus;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Philadelphus;;;;21;#REF!;#REF!;#REF!;SNITT;
cutPhilodendron;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Philodendron;;;;23;#REF!;#REF!;#REF!;SNITT;
cutPhilodendron;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Philodendron;;;;23;#REF!;#REF!;#REF!;SNITT;
cutPhilodendron;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Philodendron;;;;23;#REF!;#REF!;#REF!;SNITT;
cutPhilodendron;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Philodendron;;;;23;#REF!;#REF!;#REF!;SNITT;
cutPhilodendron;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Philodendron ;;;;24;#REF!;#REF!;#REF!;SNITT;
cutPhlomis;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Phlomis ;;;;17;#REF!;#REF!;#REF!;SNITT;
cutPhlox;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Phlox;;;;14;#REF!;#REF!;#REF!;SNITT;
cutPhoenix;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Phoenix Roebelinii;;;;29;#REF!;#REF!;#REF!;SNITT;
cutPhormium;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Phormium;;;;19;#REF!;#REF!;#REF!;SNITT;
cutPhotinia;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Photinia;;;;19;#REF!;#REF!;#REF!;SNITT;
cutPhysalis;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Physalis;;;;17;#REF!;#REF!;#REF!;SNITT;
cutPhysallis;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Physalis;;;;17;#REF!;#REF!;#REF!;SNITT;
cutPhysocarpus;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Physocarpus;;;;20;#REF!;#REF!;#REF!;SNITT;
cutPhysostegia;60346;60346;60346;361;361;361;6031991;6031991;6031991;Avskårne Physostegia;;;;20;#REF!;#REF!;#REF!;SNITT;
cutPhytolacca;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Phytolacca;;;;19;#REF!;#REF!;#REF!;SNITT;
cutPicea;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Picea;;;;16;#REF!;#REF!;#REF!;SNITT;
cutPieris;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Pieris;;;;15;#REF!;#REF!;#REF!;SNITT;
cutPinea;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pinus Pinea (Pinje);;;;30;#REF!;#REF!;#REF!;SNITT;
cutPinus;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pinus;;;;16;#REF!;#REF!;#REF!;SNITT;
cutPioen;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Paeonia;;;;16;#REF!;#REF!;#REF!;SNITT;
cutPioenen;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Paeonia;;;;16;#REF!;#REF!;#REF!;SNITT;
cutPioener;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Paeonia;;;;16;#REF!;#REF!;#REF!;SNITT;
cutPionen;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Paeonia;;;;16;#REF!;#REF!;#REF!;SNITT;
cutPioner;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Paeonia;;;;16;#REF!;#REF!;#REF!;SNITT;
cutPistacchia;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pistachia lentiscus;;;;30;#REF!;#REF!;#REF!;SNITT;
cutPistache;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pistacia ;;;;20;#REF!;#REF!;#REF!;SNITT;
cutPistachiaBlad;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pistacia ;;;;20;#REF!;#REF!;#REF!;SNITT;
cutPistacia;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pistacia ;;;;20;#REF!;#REF!;#REF!;SNITT;
cutPistacia;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pistachia lentiscus;;;;30;#REF!;#REF!;#REF!;SNITT;
cutPistaciaLeaf;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pistacia ;;;;20;#REF!;#REF!;#REF!;SNITT;
cutPito;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pittosporum;;;;22;#REF!;#REF!;#REF!;SNITT;
cutPitosporum;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pittosporum;;;;22;#REF!;#REF!;#REF!;SNITT;
cutPitto;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pittosporum;;;;22;#REF!;#REF!;#REF!;SNITT;
cutPittosporum;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pittosporum;;;;22;#REF!;#REF!;#REF!;SNITT;
cutPittosporum Nigra;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Pittosporum;;;;22;#REF!;#REF!;#REF!;SNITT;
cutPlagiothecium;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Plagiothecium undulatum;;;;34;#REF!;#REF!;#REF!;SNITT;
cutPlantago;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Plantago;;;;17;#REF!;#REF!;#REF!;SNITT;
cutPlast;392614;392614;392614;402;402;402;39264000;39264000;39264000;Plastdekor;;;;10;#REF!;#REF!;#REF!;SNITT;
cutPLAST;392614;392614;392614;402;402;402;39264000;39264000;39264000;Plastdekor;;;;10;#REF!;#REF!;#REF!;SNITT;
cutPlastdekor;392614;392614;392614;402;402;402;39264000;39264000;39264000;Plastdekor;;;;10;#REF!;#REF!;#REF!;SNITT;
cutPlatanus;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Platanus x ;;;;22;#REF!;#REF!;#REF!;SNITT;
cutPlaticodon;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Platicodon;;;;19;#REF!;#REF!;#REF!;SNITT;
cutPlatmos;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Plagiothecium;;;;24;#REF!;#REF!;#REF!;SNITT;
cutPlume;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Macleaya;;;;19;#REF!;#REF!;#REF!;SNITT;
cutPlumosus;60413;60409;60413;253;251;253;6042099;6042010;;Snittgrønt Asparagus setaceus;;;;29;#REF!;#REF!;#REF!;SNITT;
cutPoa;60412;60412;60412;252;252;252;6042099;6042099;6042099;Snittgrønt Poa;;;;14;#REF!;#REF!;#REF!;SNITT;
cutPolianthes;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Polianthes;;;;19;#REF!;#REF!;#REF!;SNITT;
cutPolianthus;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Polianthus;;;;19;#REF!;#REF!;#REF!;SNITT;
cutPolygonatum;60352;60352;60352;370;370;370;6031998;6031998;6031998;Avskårne Polygonatum;;;;20;#REF!;#REF!;#REF!;SNITT;
